Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$
19731862,0x777c52b59fd8d511d531015197ebaa6fe4b106f2,0.999,Tether : Binance,65,"[nan 'Stargate' 'Holograph' 'Stargate' 'Angle' 'Angle' 'Stargate'
 'Stargate' nan nan 'Stargate' nan nan nan 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Angle' nan 'Stargate' nan 'Stargate'
 nan nan nan 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan nan nan nan nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Holograph' nan 'Stargate' 'Stargate' 'Stargate'
 'Angle' nan 'Stargate' 'Holograph' nan nan nan nan 'Stargate' 'Stargate'
 nan 'Stargate' 'Stargate' 'Stargate' 'Stargate']",46142.43,709.88,4,8,13,2105.47,"[1155.08, 411.71, 0.68, 9.29, 121.35]"
19731736,0x853b825be594d167f9a0d6af7859f7c64c0bc698,1.079,Tether : Binance,75,"['Angle' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate'
 'Stargate' 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Holograph'
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'CoreDAO' 'Angle']",25744.96,343.27,8,11,12,167.97,"[1.58, 0, 0, 0, 0]"
19731661,0xdaec2d6a5fc84e202bfc53622a884c7e296c27bc,0.999,Tether : Binance,16,"['Stargate' 'Stargate' 'Angle' 'Stargate' 'Aptos Bridge' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Aptos Bridge'
 'Stargate' 'Stargate' 'Stargate']",22.31,1.39,3,6,7,36.03,"[0, 0, 0, 0, 0]"
19731657,0xb8892643d191ff45af3d489cdae6c01f8a6fed16,0.999,Tether : Binance,16,"['Angle' 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Aptos Bridge' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Stargate']",22.16,1.38,3,6,7,36.3,"[0, 0, 0, 0, 0]"
19731652,0xa6aa3e1e6ef66f5e8d2d48f910332ace96cbe8fd,0.999,Tether : Binance,15,"['Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Aptos Bridge' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Stargate']",24.73,1.65,3,6,7,35.49,"[0, 0, 0, 0, 0]"
19731636,0xe7dfcb94696dea2427b1655fe8535623c16f44c2,0.999,Tether : Binance,16,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Aptos Bridge' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Aptos Bridge'
 'Stargate' 'Stargate' 'Angle']",22.6,1.41,3,6,7,35.88,"[0, 0, 0, 0, 0]"
19731621,0xc93e11dc17e99d366c550139dec2fb5e16c603ba,0.999,Tether : Binance,16,"['Angle' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Aptos Bridge'
 'Aptos Bridge' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate']",21.37,1.34,3,6,7,35.17,"[0, 0, 0, 0, 0]"
19731616,0x2eb9611194b916ac0b9d382b63223a0c67a34724,0.999,Tether : Binance,16,"['Stargate' 'Aptos Bridge' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Aptos Bridge' 'Stargate' 'Stargate' 'Angle']",33.65,2.1,3,6,7,32.01,"[0, 0, 0, 0, 0]"
19731580,0x220be4520d0b0627ff61812d7a3e4793e6052f17,0.999,Tether : Binance,61,"['Stargate' 'Holograph' 'Stargate' 'Stargate' 'Omni X' 'Stargate'
 'Stargate' 'Stargate' 'Holograph' 'Stargate' nan 'Stargate' 'Merkly'
 'DeFi Kingdoms' 'Stargate' 'Stargate' 'Stargate' 'Omni X' 'Stargate'
 'Holograph' nan 'Stargate' 'Holograph' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'CoreDAO' 'DeFi Kingdoms' 'Angle' 'CoreDAO'
 'Stargate' 'l2telegraph' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Harmony Bridge' 'DeFi Kingdoms' 'Stargate' 'DeFi Kingdoms' 'Stargate'
 'l2telegraph' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Harmony Bridge' 'Stargate'
 'Stargate' 'Aptos Bridge' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate']",11726.1,192.23,11,14,19,194.82,"[2.62, 92.92, 0.47, 0, 48.73]"
19731412,0x5e45a63458377a3d06db0f5cc8aa8df524b9fed3,1.049,Tether : Binance,62,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'L2Marathon' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'CoreDAO' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate']",20199.17,325.79,6,11,13,141.5,"[1.15, 0, 0, 0, 0]"
19731173,0x2076e08195ec0f2a18de225fcf9b9ee7f441a568,0.96372,Tether : Binance,97,"['Merkly' 'Harmony Bridge' 'Angle' 'Merkly' 'Stargate' 'Angle'
 'Abracadabra Money' 'Angle' 'Stargate' 'Harmony Bridge' 'Merkly' 'Merkly'
 'Abracadabra Money' 'Merkly' 'Merkly' 'Harmony Bridge' 'Angle' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'Abracadabra Money' 'Merkly'
 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Harmony Bridge' 'Merkly' 'Stargate' 'Merkly' 'Abracadabra Money'
 'Merkly' 'Angle' 'Abracadabra Money' 'CoreDAO' 'Merkly' 'CoreDAO'
 'Stargate' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle'
 'Stargate' 'Abracadabra Money' 'Harmony Bridge' 'Merkly' 'Angle'
 'Stargate' 'Merkly' 'Merkly' 'Harmony Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Merkly' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' 'Holograph' 'Abracadabra Money' 'Abracadabra Money'
 'Merkly' 'Abracadabra Money' 'CoreDAO' 'Merkly' 'Harmony Bridge'
 'Aptos Bridge' 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Stargate'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'CoreDAO' 'Angle' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'CoreDAO']",6436.29,66.35,9,9,19,5.62,"[0, 0, 0.04, 0, 0]"
19731165,0x8a4d1d668ebc9ad243f6b1201ab0f08bc8a5adf2,1.099,Tether : Binance,57,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'L2Marathon'
 'CoreDAO' 'Stargate' 'Harmony Bridge' 'Angle' 'Stargate' 'Stargate'
 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Stargate']",18584.86,326.05,7,12,14,134.61,"[1.01, 0, 0, 0, 0]"
19731014,0x255b806e5369e8d63caabf9f12a4d887d218c3dc,0.999,Tether : Binance,71,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Angle' 'Stargate' 'Stargate'
 'Holograph' 'Stargate' 'Stargate' 'Merkly' 'CoreDAO' 'CoreDAO'
 'Aptos Bridge' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'CoreDAO'
 'Stargate' 'Stargate' 'Harmony Bridge']",25117.57,353.77,8,11,12,168.7,"[1.08, 0, 0, 0, 0]"
19730945,0xf6ab0eaee8f6a56d11814151c4041800a94e4e68,0.999,Tether : Binance,50,"['Angle' 'Angle' 'Stargate' 'Stargate' 'Omni X' 'Stargate' 'Stargate'
 'Angle' 'Angle' 'Omni X' 'Angle' 'Stargate' 'Angle' 'Omni X' 'Stargate'
 'Omni X' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Omni X' 'Stargate' 'Omni X' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Omni X' 'Stargate' 'Omni X' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Omni X' 'Aptos Bridge' 'Stargate' 'Omni X'
 'Omni X' 'Angle' 'Omni X' 'Stargate' 'Stargate' 'Omni X']",6579.51,131.59,4,9,13,838.18,"[172.06, 400.67, 31.74, 43.13, 78.97]"
19730913,0xa3cd40d7538d825272f4d07d8c676637a46eea00,1.082581,Tether : Binance,13,"['Angle' nan nan 'Angle' 'Angle' nan 'Angle' nan nan 'Angle' nan nan
 'Angle']",0.0,0.0,2,5,5,14.23,"[3.67, 0, 0, 0, 1.1]"
19730824,0x90dc1ed493d12b89033a2958fd447d823f6f56da,1.079,Tether : Binance,29,"['Stargate' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate'
 'Holograph' 'Stargate' nan nan 'Bitcoin Bridge' 'Stargate' 'Angle'
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph'
 'Stargate' 'Stargate' 'Stargate' 'l2telegraph' 'Bitcoin Bridge'
 'Stargate' 'Merkly' 'Angle' 'Stargate']",316.77,10.92,7,10,12,37.0,"[0, 0, 3.85, 0, 0]"
19730789,0x8ad42b3e7d5c8a105a4d37e23797fde0ec8f3e50,0.999,Tether : Binance,64,"['Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Merkly' 'Angle'
 'Stargate' 'Stargate' 'OmniArt' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Abracadabra Money'
 'Maverick Protocol' 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate'
 'Stargate']",22222.54,347.23,9,16,19,1979.74,"[1841.61, 0.6, 21.3, 18.94, 40.23]"
19730771,0x8f943ad5ec69c96fc9aa958eebfd1d5688cf835a,0.999,Tether : Binance,62,"['USDV' 'Merkly' nan nan nan 'Merkly' 'Stargate' 'Merkly' nan nan nan
 'Merkly' 'Merkly' 'Merkly' 'Merkly' nan 'Abracadabra Money' 'Stargate'
 nan nan 'Stargate' 'USDV' 'Bitcoin Bridge' nan 'Merkly' 'Merkly'
 'Holograph' 'Stargate' nan 'USDV' nan 'Merkly' nan 'Superform' 'Stargate'
 nan 'Stargate' 'l2telegraph' 'Merkly' 'Testnet Bridge' 'Merkly' nan nan
 nan 'Merkly' 'Aptos Bridge' 'Merkly' 'StakeStone' 'Stargate' nan
 'Superform' nan 'Stargate' nan 'Stargate' 'Merkly' nan 'Stargate'
 'Merkly' 'Merkly' 'Stargate' 'Merkly']",915.24,14.76,12,10,29,85.51,"[4.14, 3.77, 1.3, 1.43, 3.02]"
19730769,0x86fe38aea06ab5db6ddf1dddd108f29a6d10c1d3,0.999,Tether : Binance,58,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Aptos Bridge' 'Angle' 'Stargate'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Holograph' 'Stargate' 'Maverick Protocol'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'CoreDAO' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Angle']",21825.15,376.3,9,13,15,182.9,"[3.74, 0.76, 22.32, 21.44, 39.15]"
19730740,0xb64992ed48f115f6260e6581f0dacd4407e097c8,0.999,Tether : Binance,56,"['Stargate' 'Abracadabra Money' 'Stargate' 'Aptos Bridge'
 'Maverick Protocol' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'OmniArt' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Holograph' 'Maverick Protocol'
 'Stargate' 'OmniArt' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph'
 'Angle' 'Stargate' 'Stargate' 'Maverick Protocol' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Angle' 'Stargate' 'Merkly']",16326.45,291.54,9,13,16,180.87,"[47.02, 1.52, 39.31, 6.5, 42.86]"
19730732,0x114d8de8c7e27aa1da4a6d1382bd7f4a0bc7e915,0.999,Tether : Binance,93,"['Stargate' 'Stargate' 'Angle' 'DeFi Kingdoms' 'Stargate' 'Merkly' 'Angle'
 'Interport Finance' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Angle' 'Merkly' 'Stargate' 'Stargate' 'DeFi Kingdoms' 'Holograph'
 'Angle' 'Stargate' 'Stargate' 'DeFi Kingdoms' 'Angle' 'Stargate'
 'Stargate' 'DeFi Kingdoms' 'Omnisea' 'Stargate' 'Merkly' 'Stargate'
 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'Angle'
 'Aptos Bridge' 'Merkly' 'DeFi Kingdoms' 'Stargate' 'Stargate'
 'Maverick Protocol' 'Stargate' 'Stargate' 'DeFi Kingdoms' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'DeFi Kingdoms' 'Stargate'
 'Bitcoin Bridge' 'Stargate' 'DeFi Kingdoms' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Aptos Bridge' 'Stargate'
 'Angle' 'Stargate' 'Angle' 'Stargate' nan 'Stargate' 'Merkly'
 'Harmony Bridge' 'Stargate' 'Aptos Bridge' 'DeFi Kingdoms' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Merkly' 'CoreDAO' 'DeFi Kingdoms'
 'Stargate' 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate']",10236.52,110.07,13,11,18,541.26,"[20.02, 79.16, 139.13, 0, 88.33]"
19730723,0x425d491f112c3dca747010f6c7457ce3f0e2fa1c,0.999,Tether : Binance,14,"['Stargate' 'Stargate' 'Stargate' 'Aptos Bridge' 'Aptos Bridge' 'Angle'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Angle']",37.89,2.71,3,6,7,20.08,"[0, 0, 0, 0, 0]"
19730708,0xdf9f7ec2179e37fb047e5eb047aa927469a0a7d4,0.999,Tether : Binance,14,"['Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Aptos Bridge' 'Angle' 'Stargate' 'Stargate'
 'Aptos Bridge']",37.73,2.7,3,6,7,19.88,"[0, 0, 0, 0, 0]"
19730702,0xc0ab590cbeda0b50ad0b09a32a09b759ecdae607,0.999,Tether : Binance,14,"['Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Aptos Bridge']",38.6,2.76,3,6,7,20.1,"[0, 0, 0, 0, 0]"
19730698,0x11bd799b9388ce621ad17f42df9491bbc530ed1a,0.999,Tether : Binance,14,"['Stargate' 'Angle' 'Aptos Bridge' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Aptos Bridge' 'Angle'
 'Stargate' 'Stargate']",37.73,2.7,3,6,7,19.84,"[0, 0, 0, 0, 0]"
19730692,0xbf5ba94e7777fbae3339738e7cc78eae80be76f1,0.999,Tether : Binance,14,"['Stargate' 'Angle' 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate'
 'Aptos Bridge']",39.17,2.8,3,6,7,19.73,"[0, 0, 0, 0, 0]"
19730689,0x2f7197e1bde530278694d10051b8b3cd7833e749,0.999,Tether : Binance,14,"['Angle' 'Stargate' 'Stargate' 'Angle' 'Aptos Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate'
 'Aptos Bridge' 'Stargate']",38.47,2.75,3,6,7,18.64,"[0, 0, 0, 0, 0]"
19730659,0x134002c3450a05798b034de599003a28c40ef979,0.999,Tether : Binance,17,"[nan 'Angle' 'Angle' nan nan nan nan 'Angle' nan nan 'Angle' 'Angle'
 'Angle' 'Angle' nan nan 'Angle']",0.0,0.0,2,5,6,15.67,"[3.09, 0, 0, 0, 5.07]"
19730659,0xfbbfd0be58661c7c9a32ee78f987904cd6726f3c,0.999,Tether : Binance,50,"['Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Holograph' 'Stargate' 'Stargate' 'OmniArt' 'Angle' 'Angle'
 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Merkly' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Stargate' 'CoreDAO'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Abracadabra Money' 'Stargate' 'Stargate' 'Stargate']",17544.43,350.89,9,12,16,92.57,"[4.67, 0.72, 21.25, 15.55, 38.19]"
19730645,0x0afde4c9111c53a2f52a6a9d6100ba999f28fc67,0.999,Tether : Binance,51,"['Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'OmniArt' 'Stargate' 'Stargate' 'Stargate' 'Abracadabra Money'
 'Angle' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Holograph' 'Stargate' 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Stargate']",18432.63,361.42,8,12,17,96.94,"[4.56, 1.14, 1.03, 10.57, 56.0]"
19730620,0x2651b05818ede519e0077273e11c3edc7f490641,0.999,Tether : Binance,52,"['Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph'
 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Merkly' 'Stargate'
 'Stargate' 'Abracadabra Money' 'Angle' 'Stargate' 'OmniArt'
 'Maverick Protocol' 'Stargate' 'Stargate' 'Merkly' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Holograph' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Angle' 'Stargate' 'Merkly']",18475.9,355.31,9,14,18,116.43,"[4.66, 0.75, 38.19, 16.26, 42.93]"
19730549,0x3d1a2fd47fa587c29b21108d07c6a1fc9f1bbc5e,0.999,Tether : Binance,52,"['Stargate' 'Angle' 'Stargate' 'Stargate' 'OmniArt' 'Stargate' 'Angle'
 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Stargate' 'Aptos Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Abracadabra Money' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Maverick Protocol' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Angle'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Angle']",17339.76,333.46,9,12,15,58.11,"[2.74, 0.2, 1.4, 0.32, 45.45]"
19730462,0xddc1821e50ea352461d2e85ad96a5dd222f4f3dc,0.987341,Tether : Binance,76,"['Harmony Bridge' 'Merkly' 'CoreDAO' 'Abracadabra Money' 'Harmony Bridge'
 'Aptos Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'Stargate' 'Angle' 'Harmony Bridge' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Merkly'
 'Merkly' 'Abracadabra Money' 'CoreDAO' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Harmony Bridge' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money'
 'Merkly' 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Abracadabra Money'
 'Stargate' 'Harmony Bridge' 'Holograph' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money'
 'Merkly' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Abracadabra Money' 'Harmony Bridge'
 'Harmony Bridge' 'Stargate' 'Merkly' 'Merkly' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money']",3382.94,44.51,9,6,15,5.75,"[0, 0, 0.03, 0, 0]"
19730364,0xadd011969af3244c3af5567e4e89b3d55a6e1417,0.982211,Tether : Binance,43,"['Abracadabra Money' 'Angle' 'Stargate' 'Omni X' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Stargate' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'Omni X' 'Abracadabra Money' 'Angle'
 'Harmony Bridge' 'Angle' 'Angle' 'Stargate' 'Angle' 'Abracadabra Money'
 'Harmony Bridge' 'Bitcoin Bridge' 'Angle' 'Merkly' 'Holograph'
 'Harmony Bridge' 'Angle' 'Abracadabra Money' 'Angle' 'Harmony Bridge'
 'Bitcoin Bridge' 'Abracadabra Money' 'Angle' 'Harmony Bridge' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Harmony Bridge' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' 'Abracadabra Money']",400.28,9.31,8,10,13,19.04,"[0.0, 0.74, 1.06, 0, 0]"
