Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20545483,0xf0db525a754bfba82f9500f26e0cdf64af69dfe2,0.959,Tether : Binance,90,"['Harmony Bridge' 'Angle' 'Stargate' 'Stargate' nan 'Stargate' 'Merkly'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'Abracadabra Money' 'Stargate' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'Merkly' 'CoreDAO' 'Merkly' 'Abracadabra Money' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'NOGEM' 'Abracadabra Money' 'Holograph' 'Angle'
 'Stargate' 'Aptos Bridge' 'Abracadabra Money' 'Stargate' 'CoreDAO'
 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Holograph' 'NOGEM' 'NOGEM'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Stargate'
 'Aptos Bridge' 'Harmony Bridge' 'CoreDAO' 'Abracadabra Money'
 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge' 'Abracadabra Money'
 'Angle' 'Merkly' 'Harmony Bridge' nan 'CoreDAO' nan 'Harmony Bridge'
 'Abracadabra Money' 'Angle' 'Merkly' 'Angle' 'NOGEM' 'Merkly'
 'Harmony Bridge' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO'
 'Holograph' 'Stargate' 'Merkly' 'CoreDAO' 'CoreDAO' 'NOGEM'
 'Bitcoin Bridge' 'Stargate' 'Merkly' 'Angle' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Harmony Bridge' 'CoreDAO' 'Abracadabra Money'
 'Angle' 'Stargate']",1780.62,19.78,11,8,18,2023/5/31 21:06,30,43.98,"[0.39, 0, 0, 0, 37.39]"
20545430,0xf61c68c06b892f3402d9fd5f2fff8fa0cb9440f8,0.957,Tether : Binance,102,"['Abracadabra Money' 'Aptos Bridge' 'Aptos Bridge' 'Harmony Bridge'
 'Angle' 'Stargate' 'Merkly' 'CoreDAO' 'Angle' 'CoreDAO' 'Merkly'
 'Stargate' 'Angle' 'Holograph' 'Merkly' 'Merkly' 'Harmony Bridge'
 'Merkly' 'Stargate' 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Stargate' 'Stargate' 'Holograph' 'CoreDAO' 'Angle'
 'Stargate' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'NOGEM'
 'Abracadabra Money' 'Stargate' 'Stargate' 'Holograph' 'Abracadabra Money'
 'Harmony Bridge' 'Angle' 'Aptos Bridge' 'CoreDAO' 'Angle' 'Stargate'
 'Angle' 'Aptos Bridge' 'CoreDAO' nan 'CoreDAO' 'Harmony Bridge' 'Angle'
 'Abracadabra Money' 'Stargate' 'Abracadabra Money' 'Merkly' 'Stargate'
 'CoreDAO' 'Angle' 'Harmony Bridge' 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Aptos Bridge'
 'Aptos Bridge' 'Merkly' 'Angle' 'Harmony Bridge' 'Aptos Bridge' 'Angle'
 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Abracadabra Money'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'NOGEM' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'NOGEM' 'NOGEM' 'CoreDAO'
 'CoreDAO' 'Angle' nan 'Merkly' nan 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' 'Stargate']",1795.12,17.6,11,8,17,2023/5/31 19:21,30,45.56,"[0.42, 0, 0, 0, 38.12]"
20545319,0x2a21d6f0db99de15aa56cc56c86e56843575cc85,0.949,Tether : Binance,104,"['Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Merkly'
 'Abracadabra Money' 'Stargate' 'Stargate' 'Angle' 'Aptos Bridge'
 'Aptos Bridge' 'Abracadabra Money' 'CoreDAO' 'CoreDAO'
 'Abracadabra Money' 'Stargate' 'Abracadabra Money' 'Angle'
 'Harmony Bridge' 'Stargate' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'Stargate' 'CoreDAO' 'CoreDAO' 'NOGEM' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge'
 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'Stargate' nan 'CoreDAO'
 'Angle' 'Aptos Bridge' 'Merkly' 'Angle' 'Angle' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Merkly' 'Angle' 'Merkly' 'Abracadabra Money' 'Angle' 'Merkly'
 'Abracadabra Money' 'Stargate' 'Harmony Bridge' 'Bitcoin Bridge'
 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'Harmony Bridge' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Merkly' 'Stargate'
 'Holograph' 'Abracadabra Money' 'Aptos Bridge' 'Stargate'
 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Stargate'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'Stargate' 'Angle' 'CoreDAO' 'Merkly'
 'CoreDAO' 'Angle' 'Harmony Bridge' nan 'CoreDAO' 'Stargate'
 'Harmony Bridge' 'Abracadabra Money' 'Merkly' 'Harmony Bridge'
 'Holograph' 'Angle' 'Stargate' 'Abracadabra Money' 'Aptos Bridge'
 'Aptos Bridge' nan 'Holograph' 'Harmony Bridge' 'Harmony Bridge']",1998.63,19.22,11,8,15,2023/5/31 21:48,30,46.91,"[0.28, 0, 0, 0, 37.58]"
20545295,0xeb7ce53c7fd103f50e6778b87c333633553d3a7b,0.956,Tether : Binance,104,"['Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Angle'
 'Angle' 'Merkly' 'Stargate' 'CoreDAO' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Aptos Bridge'
 'Aptos Bridge' 'Angle' 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Merkly'
 'NOGEM' 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO'
 'Merkly' 'Aptos Bridge' 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money'
 'Aptos Bridge' 'Aptos Bridge' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Holograph' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'CoreDAO' 'Aptos Bridge'
 'Stargate' 'CoreDAO' 'Angle' 'CoreDAO' 'Aptos Bridge' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Merkly' 'Angle' 'Abracadabra Money'
 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money' 'Merkly' nan 'Stargate'
 'Stargate' 'Stargate' 'Holograph' 'Harmony Bridge' nan 'Merkly'
 'Holograph' 'Abracadabra Money' 'Harmony Bridge' 'Merkly' 'Angle' 'Angle'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Aptos Bridge' 'Angle'
 'Bitcoin Bridge' 'Angle' nan 'Abracadabra Money' 'Angle' 'NOGEM' 'NOGEM'
 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'Abracadabra Money' 'Stargate']",1198.28,11.52,11,8,16,2023/5/31 22:13,30,42.61,"[0.36, 0, 0, 0, 37.79]"
20545241,0x2488508f2c87c5ac228c66771905fd862e20fb2d,0.959,Tether : Binance,99,"['Abracadabra Money' 'Aptos Bridge' 'Abracadabra Money' 'NOGEM' 'Stargate'
 nan 'Aptos Bridge' 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO' nan
 'CoreDAO' 'Angle' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Merkly'
 'Abracadabra Money' 'Merkly' 'Angle' 'CoreDAO' 'Stargate' 'Stargate'
 'Merkly' 'Angle' 'Stargate' 'Harmony Bridge' 'Stargate' 'Harmony Bridge'
 'Holograph' 'Stargate' 'Holograph' 'Angle' 'Abracadabra Money' 'CoreDAO'
 'Angle' 'Merkly' 'CoreDAO' 'Aptos Bridge' 'Stargate' 'Stargate' 'Angle'
 'Harmony Bridge' 'Holograph' 'Angle' 'CoreDAO' 'CoreDAO' 'Stargate'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' 'Merkly'
 'Harmony Bridge' 'NOGEM' 'Harmony Bridge' 'Angle' nan 'Bitcoin Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Angle' 'CoreDAO' 'Angle'
 'CoreDAO' 'Stargate' 'Angle' 'Abracadabra Money' 'Angle' 'Stargate'
 'Angle' 'Angle' 'Stargate' 'CoreDAO' 'Abracadabra Money' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge'
 'Merkly' 'Merkly' 'Harmony Bridge' 'Stargate' 'CoreDAO' 'NOGEM' 'CoreDAO'
 'Angle' 'Angle' 'Angle' 'Stargate' 'Aptos Bridge' 'Abracadabra Money'
 'Merkly' 'Harmony Bridge' 'CoreDAO' 'Abracadabra Money'
 'Abracadabra Money']",1909.1,19.28,11,8,16,2023/5/31 21:39,30,43.36,"[0.28, 0, 0, 0, 37.38]"
20545022,0xff6bfad62a4029766fd74c58d382d80370ebd144,0.951,Tether : Binance,102,"['CoreDAO' 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Holograph'
 'CoreDAO' 'Harmony Bridge' 'Stargate' nan 'Abracadabra Money' 'Stargate'
 'Merkly' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'NOGEM' 'Merkly' 'Merkly' 'CoreDAO' 'CoreDAO'
 'CoreDAO' 'Abracadabra Money' 'Aptos Bridge' 'CoreDAO'
 'Abracadabra Money' 'Aptos Bridge' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Holograph' 'Angle' 'Abracadabra Money' nan
 'Angle' 'Harmony Bridge' 'Aptos Bridge' 'Angle' 'Angle' 'Stargate'
 'Aptos Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Bitcoin Bridge'
 'Merkly' 'Stargate' 'Holograph' 'Stargate' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Angle' 'Stargate' 'Angle' 'Angle' 'Harmony Bridge' 'NOGEM' nan
 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Merkly'
 'CoreDAO' 'Angle' 'Angle' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'NOGEM' 'Stargate' 'CoreDAO'
 'Merkly' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Harmony Bridge'
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Aptos Bridge'
 'Stargate' 'Merkly']",1482.35,14.53,11,8,16,2023/5/31 16:14,30,45.44,"[0.4, 0, 0, 0, 37.94]"
20544515,0x84b29fe61135adb8e8d3b3d5b3c7b42235c48fdb,0.958,Tether : Binance,101,"['Harmony Bridge' 'Stargate' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Merkly' 'CoreDAO' 'Stargate'
 'Angle' 'Stargate' 'Harmony Bridge' 'CoreDAO' 'Holograph' 'Aptos Bridge'
 'Stargate' 'Merkly' 'Stargate' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Stargate' 'Harmony Bridge' 'Angle' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Harmony Bridge' 'Merkly' 'Harmony Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Stargate'
 'Abracadabra Money' 'Angle' 'Holograph' 'Merkly' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Aptos Bridge' 'Harmony Bridge'
 'CoreDAO' 'Merkly' 'Angle' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'NOGEM' 'CoreDAO' 'Angle' 'Abracadabra Money' 'Aptos Bridge' 'Stargate'
 'CoreDAO' 'Abracadabra Money' 'Angle' 'Angle' 'Holograph'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'Angle' 'NOGEM' nan nan
 'Harmony Bridge' 'Abracadabra Money' 'Abracadabra Money' 'Bitcoin Bridge'
 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'Abracadabra Money' 'Stargate' 'CoreDAO' nan 'Aptos Bridge' 'Merkly'
 'Abracadabra Money' 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'CoreDAO'
 'Angle']",1382.39,13.69,11,8,15,2023/5/31 19:52,30,47.44,"[0.33, 0, 0, 0, 38.03]"
20544316,0xc41eb51776d1ff55a37e5a2c01267ade858c72e6,0.95,Tether : Binance,111,"['Abracadabra Money' 'Merkly' 'Bitcoin Bridge' 'Aptos Bridge'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'CoreDAO' 'CoreDAO'
 'Harmony Bridge' 'NOGEM' 'Holograph' 'Angle' 'CoreDAO' 'CoreDAO'
 'Stargate' 'Stargate' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'Harmony Bridge' 'CoreDAO' 'Stargate' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'Abracadabra Money' 'Merkly' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'Angle' 'Angle' 'CoreDAO' 'NOGEM' 'CoreDAO'
 'Harmony Bridge' 'CoreDAO' 'Aptos Bridge' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Harmony Bridge'
 'Aptos Bridge' nan 'Abracadabra Money' 'CoreDAO' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'Angle' 'Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Abracadabra Money' 'Aptos Bridge' nan
 'Abracadabra Money' 'Abracadabra Money' nan 'Angle' 'Abracadabra Money'
 'Harmony Bridge' 'Angle' 'Merkly' 'CoreDAO' 'Holograph' 'Harmony Bridge'
 'Harmony Bridge' 'Holograph' 'CoreDAO' 'Abracadabra Money' 'Stargate'
 'CoreDAO' 'CoreDAO' 'Merkly' 'NOGEM' 'Merkly' 'Stargate' 'Stargate'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle' 'Abracadabra Money'
 'Angle' 'Harmony Bridge' 'Stargate' 'Aptos Bridge' 'Abracadabra Money'
 'Stargate' 'NOGEM' 'Angle' 'Abracadabra Money' 'Merkly' 'CoreDAO'
 'CoreDAO' 'Angle' 'Angle' 'Merkly']",2020.29,18.2,11,8,17,2023/5/31 21:51,30,46.31,"[0.22, 0, 0, 0, 39.61]"
20543944,0xf9039011d683adc95df9e89b57b2abc680efac93,0.959,Tether : Binance,114,"['Abracadabra Money' 'Abracadabra Money' nan 'Aptos Bridge'
 'Harmony Bridge' 'Stargate' 'Angle' 'Harmony Bridge' 'Stargate' 'CoreDAO'
 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge'
 'Abracadabra Money' 'NOGEM' 'Aptos Bridge' 'Abracadabra Money' 'Merkly'
 'Aptos Bridge' 'Merkly' 'Angle' 'Abracadabra Money' 'Stargate' 'Angle'
 'Merkly' 'CoreDAO' 'Merkly' 'Angle' 'Angle' 'Abracadabra Money'
 'Holograph' 'Angle' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money'
 'Aptos Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'Angle' 'Abracadabra Money' 'Stargate' 'CoreDAO' 'Merkly'
 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'CoreDAO' 'Harmony Bridge'
 'Abracadabra Money' 'Abracadabra Money' 'Bitcoin Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'Stargate' 'Angle' 'Abracadabra Money'
 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge' 'Holograph' 'Stargate' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Harmony Bridge' nan 'Stargate' 'CoreDAO'
 'Merkly' 'Harmony Bridge' 'Abracadabra Money' 'Merkly' 'Stargate'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'CoreDAO' 'CoreDAO' 'Aptos Bridge'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'Angle' 'Stargate' 'Harmony Bridge' 'Abracadabra Money'
 'Abracadabra Money' 'CoreDAO' 'Stargate' nan 'CoreDAO' 'Angle' 'Stargate'
 'Holograph' 'CoreDAO' 'Stargate' 'CoreDAO' 'Angle']",1709.23,14.99,11,8,15,2023/5/31 19:35,30,45.99,"[0.3, 0, 0, 0, 37.44]"
20543893,0xecec363e588dcc00610e611e913b3de61edd482b,0.96,Tether : Binance,74,"['CoreDAO' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Harmony Bridge'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' nan 'CoreDAO'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money'
 'NOGEM' 'Merkly' 'CoreDAO' 'Angle' 'Stargate' 'Abracadabra Money' 'Angle'
 'Angle' 'Stargate' 'CoreDAO' 'Abracadabra Money' 'CoreDAO' 'Angle'
 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Merkly' 'Aptos Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Abracadabra Money'
 'Holograph' 'Bitcoin Bridge' 'Angle' 'CoreDAO' 'CoreDAO' 'Stargate'
 'CoreDAO' 'Abracadabra Money' 'Angle' 'Holograph' nan 'Angle' 'CoreDAO'
 'Merkly' 'CoreDAO' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle'
 'Merkly' nan 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Holograph'
 'Merkly' 'Abracadabra Money' 'Angle' 'Stargate']",1212.57,16.39,11,8,15,2023/6/3 12:35,30,47.28,"[0.29, 0, 0, 0, 38.51]"
20543712,0x1e862adf4eff7d78d2d442c859c6b2b851fb2f75,0.955,Tether : Binance,106,"['Stargate' 'Angle' 'CoreDAO' 'Stargate' 'Harmony Bridge' 'CoreDAO'
 'Stargate' 'Aptos Bridge' nan 'Stargate' 'NOGEM' 'Harmony Bridge'
 'Aptos Bridge' 'Angle' 'Angle' 'Holograph' 'Abracadabra Money' 'CoreDAO'
 'Harmony Bridge' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Harmony Bridge' 'Merkly' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Stargate' 'Angle' 'Abracadabra Money' 'Merkly' nan
 'CoreDAO' 'Angle' 'Merkly' 'Abracadabra Money' 'CoreDAO' 'Aptos Bridge'
 'Stargate' 'Abracadabra Money' 'Holograph' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Abracadabra Money' 'Harmony Bridge' 'Merkly' 'Angle' 'Merkly'
 'Stargate' nan 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Holograph' 'Angle' 'Harmony Bridge'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Angle' 'NOGEM' 'Merkly'
 'Abracadabra Money' 'Stargate' 'Harmony Bridge' 'CoreDAO'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'Angle' 'Angle' 'CoreDAO' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'Angle' 'Angle' 'Harmony Bridge'
 'Aptos Bridge' 'Harmony Bridge' 'Aptos Bridge' 'Angle' 'Bitcoin Bridge'
 'CoreDAO' 'Stargate' 'Merkly' 'CoreDAO']",1658.54,15.65,11,8,15,2023/5/31 19:27,30,46.27,"[0.36, 0, 0, 0, 40.22]"
20543611,0x7e345edbb8082de7eaf383ad3ec88a7ae923bd9f,0.954,Tether : Binance,110,"['Angle' 'Harmony Bridge' 'Angle' 'Abracadabra Money' 'Aptos Bridge'
 'Stargate' 'CoreDAO' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly'
 'CoreDAO' 'Merkly' 'CoreDAO' 'Aptos Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Merkly' 'NOGEM' 'Stargate' 'Abracadabra Money'
 'Angle' 'Angle' 'Holograph' 'Angle' 'CoreDAO' 'Stargate' 'Angle'
 'CoreDAO' 'Stargate' 'Angle' 'Merkly' 'Harmony Bridge' 'Aptos Bridge'
 'CoreDAO' 'Holograph' 'Angle' 'Stargate' 'Angle' 'Aptos Bridge' 'Angle'
 'Abracadabra Money' 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Angle'
 'Angle' 'Angle' 'Angle' 'NOGEM' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO'
 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Stargate' 'Stargate'
 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'Angle' nan 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Holograph' 'Stargate' 'Stargate'
 nan 'Abracadabra Money' 'Stargate' 'Stargate' 'Harmony Bridge' nan
 'CoreDAO' 'CoreDAO' 'Aptos Bridge' 'Merkly' 'Bitcoin Bridge' 'Angle'
 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Abracadabra Money'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Abracadabra Money'
 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Harmony Bridge' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Angle'
 'Abracadabra Money' 'Angle']",1924.42,17.49,11,8,15,2023/5/31 21:00,30,46.84,"[0.26, 0, 0, 0, 39.01]"
20543568,0x5f17e171892588d6315f001c245657f6e7381b2f,0.96,Tether : Binance,95,"['Angle' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'Angle' 'Angle'
 'Stargate' 'Abracadabra Money' 'Stargate' 'Merkly' 'Harmony Bridge'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Stargate' 'Abracadabra Money'
 'Angle' 'Merkly' 'Merkly' 'CoreDAO' 'CoreDAO' 'Holograph' 'Stargate'
 'Holograph' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Aptos Bridge' 'Stargate' 'Harmony Bridge' 'CoreDAO' 'Stargate' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle'
 'Aptos Bridge' 'Abracadabra Money' 'Angle' 'Merkly' 'NOGEM'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money'
 'Aptos Bridge' 'Harmony Bridge' 'Merkly' nan 'Harmony Bridge'
 'Aptos Bridge' 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate'
 'CoreDAO' 'Stargate' nan 'Aptos Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Abracadabra Money' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate' 'CoreDAO'
 'Abracadabra Money' 'Aptos Bridge' 'Bitcoin Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'Aptos Bridge' 'Holograph' 'Angle' nan
 'CoreDAO' 'CoreDAO']",2134.3,22.47,11,8,13,2023/5/31 16:15,30,42.76,"[0.26, 0, 0, 0, 37.93]"
20543499,0xa4164b413c8ed2cb13803043de75c02b6eed75e7,0.958,Tether : Binance,106,"['Harmony Bridge' 'CoreDAO' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Holograph' 'Merkly'
 'CoreDAO' 'Angle' 'Harmony Bridge' 'Stargate' 'Holograph' 'Merkly'
 'Stargate' 'Abracadabra Money' 'Holograph' 'Harmony Bridge'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge' 'Stargate'
 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge'
 'Stargate' 'Angle' 'Abracadabra Money' 'CoreDAO' 'Merkly'
 'Harmony Bridge' 'Stargate' 'Abracadabra Money' 'Harmony Bridge'
 'Harmony Bridge' 'Bitcoin Bridge' 'Angle' 'Abracadabra Money' 'CoreDAO'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Merkly' 'Stargate'
 'Aptos Bridge' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' nan
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Merkly' 'Abracadabra Money'
 'Aptos Bridge' 'Abracadabra Money' 'Angle' nan 'Angle' 'Stargate'
 'Aptos Bridge' 'Merkly' 'Stargate' 'Angle' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'Harmony Bridge' 'NOGEM' 'CoreDAO' 'Angle' 'Abracadabra Money'
 'CoreDAO' 'Merkly' 'CoreDAO' 'Stargate' 'Angle' 'Angle' 'Stargate'
 'CoreDAO' 'Stargate' 'Aptos Bridge' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Aptos Bridge' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Angle' nan 'Angle'
 'CoreDAO']",1322.26,12.47,11,8,15,2023/5/31 19:36,30,46.25,"[0.4, 0, 0, 0, 38.07]"
