Funding block,address,Funding Amount[CELO],Funding Entity,Exists_in_Large_File,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20452416,0x8a3dc08241f2ea74306b87ad3b5d9a5accfed73a,1.999,Tether : Binance,FALSE,105,"['Merkly' 'l2telegraph' 'Stargate' 'Merkly' 'USDV' 'Stargate' 'Merkly'
 'Omni X' 'L2Pass' 'Gas.zip' 'Stargate' nan 'DeFi Kingdoms' 'Stargate'
 'Stargate' 'Stargate' nan 'L2Pass' 'Stargate' 'Merkly' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' nan 'ShimmerBridge' 'Merkly' nan nan
 'Merkly' nan 'CoreDAO' 'Zerius' 'Aptos Bridge' 'Stargate' nan 'Stargate'
 'Merkly' 'Stargate' 'L2Pass' 'Stargate' 'Bitcoin Bridge' 'Angle'
 'Bitcoin Bridge' 'Stargate' nan 'Gas.zip' nan 'Merkly' 'Stargate' nan
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'L2Pass' 'Gas.zip' 'USDV'
 'Angle' 'USDV' 'Stargate' nan 'Stargate' 'Stargate' 'Gas.zip' nan
 'L2Pass' 'Stargate' 'Bitcoin Bridge' 'Bitcoin Bridge' 'Aptos Bridge'
 'USDV' 'Stargate' 'Holograph' nan 'USDV' 'Stargate' 'Stargate'
 'Star Protocol' 'Holograph' 'USDV' 'Omni X' 'Aptos Bridge' 'Merkly'
 'Stargate' 'Holograph' 'DeFi Kingdoms' 'USDV' 'USDV' nan 'Merkly'
 'Stargate' nan nan 'USDV' 'L2telegraph' 'Stargate' nan nan 'Angle'
 'Merkly' nan nan 'USDV' nan]",11367.43,108.26,19,16,30,2023/5/27 10:13,103,566.19,"[34.95, 383.25, 20.86, 15.54, 46.54]"
20750408,0x633f19b8a0489c0b367376e2dcb35ae4a7a80b43,2.1,Tether : Binance,FALSE,123,"['Harmony Bridge' 'Stargate' 'CoreDAO' 'Merkly' 'Merkly' 'Harmony Bridge'
 'Merkly' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Harmony Bridge' 'Angle' 'Merkly' 'Harmony Bridge' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Harmony Bridge' 'Angle' 'Merkly' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge' 'CoreDAO' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly'
 'CoreDAO' 'Merkly' 'Merkly' 'Harmony Bridge' 'Bitcoin Bridge'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Holograph' 'Merkly' 'Harmony Bridge'
 'Merkly' 'Merkly' 'Holograph' 'Stargate' 'Merkly' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly']",2651.04,21.55,7,11,18,2023/5/28 17:42,104,39.01,"[0, 0, 0, 0, 15.48]"
20746452,0x9155847de6c535a7578bbe22973c2fb3df700623,2.1,Tether : Binance,FALSE,121,"['Harmony Bridge' 'Aptos Bridge' 'Aptos Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge' 'Harmony Bridge'
 'Merkly' 'Merkly' 'Stargate' 'Aptos Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'CoreDAO' 'Merkly' 'Harmony Bridge' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Harmony Bridge' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Bitcoin Bridge' 'Stargate'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Holograph' 'Stargate' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Holograph' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Stargate' 'Merkly' 'Merkly' 'Stargate' 'Harmony Bridge' 'Merkly'
 'Merkly' 'Merkly' 'Merkly']",3150.07,26.03,8,11,19,2023/5/28 3:53,104,33.32,"[0, 0, 0, 0, 8.24]"
20692775,0x2273943b5ec455aa0adf37408225ef8b100a66a9,2.063072,Tether : Binance,FALSE,106,"['Stargate' 'Stargate' 'Stargate' nan 'Aptos Bridge' 'l2telegraph'
 'Stargate' 'DeFi Kingdoms' 'Stargate' 'Harmony Bridge' nan nan 'Stargate'
 'Harmony Bridge' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan 'Angle' 'DeFi Kingdoms' nan 'Stargate'
 'Holograph' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Aptos Bridge' 'Holograph'
 nan 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Aptos Bridge'
 'Harmony Bridge' 'Stargate' nan nan 'DeFi Kingdoms' 'Stargate'
 'Aptos Bridge' nan 'Stargate' 'DeFi Kingdoms' nan 'Maverick Protocol'
 'Stargate' 'Holograph' 'Stargate' 'Stargate' 'Stargate' 'Holograph' nan
 'DeFi Kingdoms' 'Stargate' 'DeFi Kingdoms' 'Stargate' 'Stargate' nan
 'Stargate' 'Orderly Network' 'Holograph' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Fuse Bridge' 'Stargate' 'Stargate' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Stargate' 'DeFi Kingdoms' 'Stargate' nan 'Stargate'
 'Stargate' 'Stargate' nan 'DeFi Kingdoms' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' nan nan 'Angle' nan 'Aptos Bridge'
 'DeFi Kingdoms' nan 'Stargate' 'Angle' 'Bitcoin Bridge' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Stargate' 'Stargate' 'Stargate' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Stargate']",2857.42,26.96,12,13,20,2022/11/12 4:40,104,503.6,"[17.13, 39.32, 0.4, 0.4, 362.86]"
20666810,0x1e080400bc065599324a651176a761ef2a7dea7a,2.052551,Tether : Binance,FALSE,95,"['Stargate' nan 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Radiant Capital' 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Holograph'
 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Harmony Bridge' 'Bitcoin Bridge'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Aptos Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Holograph' 'Omni X' 'Stargate' 'Holograph' 'Stargate'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Stargate']",6192.45,65.18,9,12,14,2023/7/10 5:29,104,26.59,"[0.22, 1.18, 2.02, 1.13, 2.66]"
20654709,0x62fccec345f9d5f30f92429a0b5441dbef9e2d44,2.1,Tether : Binance,FALSE,94,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Maverick Protocol' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Stargate' nan 'Stargate' nan 'Angle' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'CoreDAO'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Merkly' 'Angle'
 'Angle' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Angle' 'L2Marathon' 'Stargate' 'Stargate' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Aptos Bridge' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Angle' 'L2Marathon' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Stargate']",5177.73,55.08,8,11,17,2023/6/28 3:06,104,478.03,"[5.97, 40.89, 17.84, 0, 109.76]"
20627146,0x69c78a9dfa2784ff0dc6476814236cf6b162d507,2.09725,Tether : Binance,FALSE,117,"['Angle' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate'
 'Stargate' nan nan 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'L2Pass' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'L2Pass' 'L2Pass' 'Stargate' 'Stargate' 'L2Pass'
 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'CoreDAO' 'Stargate' nan 'Merkly' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate'
 'Holograph' 'Stargate' 'CoreDAO' nan nan 'CoreDAO' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'L2Pass' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Aptos Bridge'
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'L2Pass' 'Stargate']",1392.65,11.9,10,12,16,2023/6/7 22:39,104,106.87,"[34.18, 0, 0, 0, 24.75]"
20627137,0xe7b7e4161f093e545e99562cc659538d3357e096,2.05396,Tether : Binance,FALSE,107,"['Stargate' 'Angle' 'Stargate' 'Bitcoin Bridge' 'Stargate' nan 'Stargate'
 nan 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'L2Pass' 'Merkly' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 nan 'L2Pass' 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Angle' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph'
 'Stargate' 'CoreDAO' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'CoreDAO' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Aptos Bridge' 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Stargate']",1451.07,13.56,10,12,16,2023/6/7 23:04,104,110.65,"[33.7, 0, 0, 0, 26.85]"
20627134,0x95614c0ee49da33e3ad5742ec32f202b3af0dcbe,2.07162,Tether : Binance,FALSE,111,"['Stargate' nan nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'L2Pass' 'Stargate' 'Stargate' 'Bitcoin Bridge' nan 'Stargate' 'Stargate'
 'Stargate' nan nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate' nan 'Stargate' 'L2Pass'
 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Angle' 'Stargate' 'Holograph' 'CoreDAO' 'L2Pass'
 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Stargate']",1578.99,14.23,9,12,16,2023/6/7 23:02,104,165.82,"[42.5, 0, 0, 0, 31.65]"
20627121,0xdc9e5fa6898a3a6242b645cc43a99537d6b3fe73,2.09621,Tether : Binance,FALSE,105,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'L2Pass' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' nan 'CoreDAO' 'Angle' 'Stargate' 'CoreDAO'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan nan 'Stargate' 'Stargate' nan 'Harmony Bridge' 'Stargate'
 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Stargate' 'Stargate'
 'Aptos Bridge' 'Stargate' 'Stargate' 'Angle' 'L2Pass' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'L2Pass' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'CoreDAO' nan 'Stargate' 'Stargate'
 nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate'
 nan 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Angle' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate']",1565.58,14.91,8,12,16,2023/6/7 22:59,104,139.21,"[43.1, 0, 0, 0, 32.51]"
20627113,0xa4352972e2b42eee5c890f5ba48810d7a4319aef,2.03831,Tether : Binance,FALSE,103,"['Stargate' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'L2Pass' 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan
 'Stargate' 'Holograph' 'Stargate' nan 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'L2Pass' 'Stargate' 'L2Pass' 'Harmony Bridge' 'Aptos Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Angle'
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'L2Pass'
 'Harmony Bridge' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'L2Pass'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'L2Pass' nan nan
 'Stargate' 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'L2Pass' 'Stargate' 'Stargate'
 nan 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'CoreDAO' 'Stargate'
 'Stargate']",1369.47,13.3,9,11,17,2023/6/8 9:29,104,129.73,"[33.95, 0, 0, 0, 33.9]"
20627090,0xe4da52782640f595d9145ed7cf4b5715c5083019,2.09689,Tether : Binance,FALSE,103,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph' 'Stargate'
 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' 'Angle' 'Harmony Bridge' 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' nan 'Stargate' 'L2Pass' 'Stargate' 'Stargate' nan
 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate'
 'Stargate' 'Stargate' nan nan 'Stargate' 'L2Pass' 'Stargate'
 'Bitcoin Bridge' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' nan
 'Stargate' 'Stargate' nan 'Stargate' nan 'L2Pass' 'CoreDAO' 'Stargate'
 'Stargate' 'L2Pass' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' nan 'L2Pass'
 'Stargate' 'Stargate' 'Stargate' 'Stargate']",1292.86,12.55,9,11,17,2023/6/7 23:24,104,145.06,"[38.93, 0, 0, 0, 31.03]"
20627080,0x9eae679955e1c66176638d56b9a839a80f963899,2.04083,Tether : Binance,FALSE,103,"['Harmony Bridge' 'L2Pass' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'CoreDAO' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'L2Pass' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'L2Pass' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'L2Pass' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan
 'Stargate' 'L2Pass' nan 'Angle' 'Harmony Bridge' nan 'Stargate' 'Angle'
 'Stargate' nan 'Stargate' 'Angle' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate']",1384.23,13.44,8,11,17,2023/6/7 23:08,104,117.54,"[32.63, 0, 0, 0, 34.67]"
20627071,0xe08f78282402f4498857a96f9c9cc78f634b71a7,2.07562,Tether : Binance,FALSE,111,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'CoreDAO' 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate'
 nan 'Stargate' 'Angle' 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Holograph'
 'L2Pass' 'Stargate' 'Stargate' 'L2Pass' 'Bitcoin Bridge' nan 'L2Pass'
 'Harmony Bridge' 'Stargate' 'Stargate' nan nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'L2Pass'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'CoreDAO' 'Stargate' 'Angle' 'Aptos Bridge' 'Stargate'
 'Stargate' 'Stargate' nan]",1492.86,13.45,9,12,17,2023/6/7 23:11,104,164.1,"[37.06, 0, 0, 0, 29.98]"
20627065,0x17322eb3d55d28a0a235dbe15b6b1bd4f9f89b57,2.059,Tether : Binance,FALSE,105,"['Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' nan 'CoreDAO' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'L2Pass' 'Stargate' 'L2Pass' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Aptos Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'L2Pass' nan nan nan 'Stargate' nan 'L2Pass' 'Stargate' 'Angle'
 'Stargate' 'L2Pass' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph' 'L2Pass'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Angle' 'Stargate'
 'Harmony Bridge']",1482.49,14.12,9,12,18,2023/6/7 22:50,104,168.44,"[38.53, 0, 0, 0, 36.53]"
